id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	recension_note	flag_off	note
SA_T07_nagdhdbu	Dharmadhātugarbhavivaraṇa	583	8th-10th c. CE (pseudonymous 'Deutero-Nāgārjuna' work)	700	1000	low	D. Seyfort Ruegg, in Études tibétaines dédiées à la mémoire de Marcelle Lalou (on the works attributed to Nāgārjuna / Deutéro-Nāgārjuna)	cleaned_Études tibétaines dédiées à la mémoire de Marcelle Lalou.txt	The attribution to the 2nd-c. Madhyamaka Nāgārjuna is spurious. Ruegg groups this short commentary on the ye dharmā formula (invoking Mañjuśrī Kumārabhūta, abhidharma/prajñā genre) among the devotional-tantric works of a later 'Deutéro-Nāgārjuna' influenced by developed Mahāyāna and Vajrayāna guru-devotion. The Chinese rendering (Taishō 1675) is late (10th c.), reinforcing a late composition. Namdol's CIHTS (1997) edition presents this pseudonymous later work, not a Nāgārjuna-era text. Range reflects the later-1st-millennium pseudo-Nāgārjuna horizon; library gives no firm Sanskrit composition date.	True	Pseudo-Nāgārjuna ('Deutero-Nāgārjuna') devotional commentary, late Chinese tr.; later than cur_med 583, but low confidence (no precise date).
SA_T07_vabhdicu	Vibhāṣāprabhāvṛtti	707	mid-5th to mid-6th c. CE (extant Sanskrit Abhidharmadīpa+Vṛtti)	450	550	medium	Nakamura, Indian Buddhism (1980), summarizing Jaini's ed.; Cox, Disputed Dharmas (1995); Mejor, Vasubandhu's Abhidharmakośa (1991)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	The Vibhāṣāprabhāvṛtti is the auto-commentary on the Abhidharmadīpa kārikās (Jaini's single recension from one Tibetan-region MS). It is a post-Vasubandhu Vaibhāṣika polemic that reproduces and rebuts the Abhidharmakośabhāṣya, so it must postdate Vasubandhu (4th-5th c.); there is no earlier layer — the work is an original composition by the anonymous 'Dīpakāra' (a self-styled follower of Saṅghabhadra), placed c. 450-550 CE.	True	cur_med 707 too late; reacts to Vasubandhu, c. 450-550 CE per Jaini/Nakamura.
SA_T07_vabhdiku	Abhidharmadīpakārikā	509	c. 450-550 CE (Sarvāstivāda śāstra by the Dīpakāra)	450	550	medium	Nakamura 1980 (composition 450-550 A.D.); Jaini 1959 critical ed. of the Sanskrit	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Authored śāstra by the anonymous Dīpakāra, a follower of Saṅghabhadra and critic of Vasubandhu's Kośa. Our edition is Jaini's 1959 critical edition of the (incomplete) extant Sanskrit found in Tibet. Post-dates Vasubandhu and Saṅghabhadra; placed 450-550 CE. The 'Vimalamitra' attribution in the project hint is unverified and rejected by the scholarship, which uses 'Dīpakāra'.	False	Post-Kosa Sarvastivada polemic, 450-550 CE; current bounds 450-600 / median 509 consistent.
SA_T07_vabhdilu	Abhidharmadīpa(kārikā) with Vibhāṣāprabhāvṛtti	510	6th c. CE	500	600	medium	Williams, Tribe & Wynne, Buddhist Thought (2000); cf. Jaini ed. 1959 (Dīpakāra writes against Vasubandhu's Kośa)	cleaned_Buddhist Thought. A Complete Introduction to the Indian Tradition_Paul Williams, Anthony J. Tribe, Alexander Wynne, 2000.txt	Vaibhāṣika polemic by the anonymous 'Dīpakāra' responding to Vasubandhu's Abhidharmakośabhāṣya; therefore post-Kośa, placed possibly in the 6th c. Jaini's 1959 edition is the single recension (no earlier layer); date is the date of composition.	False	Post-Vasubandhu Vaibhāṣika reply; 6th c.; cur_med 510 near lower edge but within 75y.
SA_T07_vakobha9	Abhidharmakośabhāṣya Chapter 9	385	late 4th-early 5th c. CE (Vasubandhu the Kośakāra)	350	430	high	Gethin, Foundations of Buddhism (1998); Mejor, Vasubandhu's Abhidharmakośa and the Commentaries (1991)	cleaned_Foundations of Buddhism_Rupert Gethin, 1998.txt	Chapter 9 (Pudgalaviniścaya / refutation of the self) is the appended ninth section of Vasubandhu's own auto-commentary (bhāṣya) on his Abhidharmakośa-kārikā. Our Sanskrit is the Pradhan critical edition (1975) rebuilt on the Rāhula Sāṅkṛtyāyana Gilgit/Tibet MS rediscovered at Ngor; this is the genuine 4th-5th c. Sanskrit, not a retranslation. Frauwallner's older 'two-Vasubandhu' split assigned the Kośakāra to c.400-480 (so Mejor's conventional 400-480); the now-prevailing single-Vasubandhu view places him c.350-430. Date is the composition, of which the Sanskrit MS tradition is a faithful witness.	False	Vasubandhu, end 4th/early 5th c.; current median 385 within range.
SA_T07_vakobhau	Abhidharmakośabhāṣya	387	late 4th-early 5th c. CE (Vasubandhu the Kośakāra)	350	430	high	Gethin, Foundations of Buddhism (1998); Mejor (1991)	cleaned_Foundations of Buddhism_Rupert Gethin, 1998.txt	Vasubandhu's own prose bhāṣya on his Abhidharmakośa-kārikā. Pradhan ed. (1975) is built on the Gilgit-region Sanskrit MS recovered by Sāṅkṛtyāyana; it is the original Sanskrit work, not reconstructed from Chinese/Tibetan. Older Frauwallner two-Vasubandhu hypothesis gave the Kośakāra c.400-480 (Mejor's working date); modern single-Vasubandhu consensus = c.350-430. Root kārikās and bhāṣya are by the same author and contemporaneous.	False	Same work, full text; median 387 within range.
SA_T07_vakobhk	Abhidharmakośakārikā	365	4th-5th c. CE (Vasubandhu)	350	450	high	Mejor, Vasubandhu's Abhidharmakośa and the Commentaries Preserved in the Tanjur (1991); Frauwallner (1951)	cleaned_Vasubandhu's Abhidharmakosa and the Commentaries Preserved in the Tanjur_Marek Mejor, 1991_OCR.txt	Self-contained authored verse-text (kārikā) by Vasubandhu; the Pradhan/Gokhale Sanskrit (recovered 1930s-40s from the Bhāṣya MS) reflects the original kārikā, not a later expansion. Date follows Vasubandhu: Mejor cites the 'generally accepted' 400-480 CE, while the rival 4th-c. dating (single Vasubandhu, brother of Asaṅga) pulls earlier; range 350-450 spans the debate.	False	Vasubandhu 4th-5th c.; median 365 at lower edge but within 75y.
SA_T08_jsphustu	Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā	749	6th c. CE (Jayarakṣita's ṭīkā; the commentary, not the root manual)	500	600	medium	Derrett & Jayarakṣita (1983), as reported by Tuladhar-Douglas; cf. Williams (Critical Concepts vol. 7)	cleaned_Tuladhar-Douglas_Remaking Buddhism in Medieval Nepal.txt	Sanghasena Singh's TSWS 24 edition is Jayarakṣita's commentary (Sphuṭārthā ṭīkā), a Mahāsāṃghika(-Lokottaravāda) hybrid-Sanskrit gloss for novices. The ROOT text, the Śrīghanācāra(saṃgraha), is a much earlier Mahāsāṃghika novice manual 'of perhaps the 3rd century, now lost' (Tuladhar-Douglas) — do NOT date our text to that root layer. The extant commentary that our edition prints is dated by Derrett (1983) to the 6th c.; Williams loosely calls it a '5th century' source. Hence 6th c. CE for the ṭīkā, far earlier than cur_med 749.	True	cur_med 749 off by ~200y; our text is the 6th-c. ṭīkā (Derrett), not an 8th-c. work and not the 3rd-c. root manual
SA_T08_sghancsu	Śrīghanācārasaṃgraha	878	4th-5th c. CE (Mahāsāṃghika-Lokottaravāda ācāra; reconstructed from Jayarakṣita's 5th-c. commentary)	350	500	medium	Williams (ed.), Buddhism: Critical Concepts, vol.7 — vinaya-legalism study dating Jayarakṣita's hybrid-Sanskrit Mahāsāṃghika commentary to the 5th c. CE	cleaned_Buddhism. Critical Concepts in Religious - Volume 7_Paul Williams.txt	Our 'text' is Sanghasena Singh's reconstruction of the Śrīghanācārasaṃgraha root verses extracted from Jayarakṣita's Sphuṭārthā Śrīghanācārasaṃgrahaṭīkā. Jayarakṣita's Mahāsāṃghika(-Lokottaravāda) commentary is dated to the 5th c. CE (alongside Buddhaghosa's Samantapāsādikā); the root ācāra verses it comments on are no later than that and likely somewhat earlier (4th-5th c.). The reconstructed Sanskrit recension thus belongs to the 4th-5th c., NOT the 9th c.	True	cur_med 878 ~400y too late; Jayarakṣita and the root ācāra text are 5th c. or earlier.
SA_T08_suvrnavu	Suvarṇavarṇāvadāna	409	4th-5th c. CE	350	475	medium	Tatelman, Translation and Study of the Pūrṇāvadāna (1988)	cleaned_Translation and Study of the Purnavadana_Joel Howard Tatelman, 1988.txt	An avadāna 'dedicated by a Mahāyāna bhikṣu' but free of distinctively Mahāyānist doctrine (Tatelman), dated 4th-5th c. CE. Roy's edition (1971) rests on Nepalese MSS but the text is treated as a single composition without a markedly later layer; cur_med 409 matches.	False	Tatelman 4th-5th c.; cur_med 409 correct
SA_T09_ajm_u	Jātakamālā	353	4th c. CE	325	400	high	Nariman, Literary History of Sanskrit Buddhism (1919); confirmed by Buswell, Encyclopedia of Buddhism (Āryaśūra early 5th c.)	cleaned_Literary History of Sanskrit Buddhism_Nariman G K_1919.txt	Single-author kāvya by Āryaśūra; no multi-recension problem. Hanisch's edition is the standard critical text of the 34-story Jātakamālā. Terminus ante quem: a work of Āryaśūra was translated into Chinese in 434 CE and the Ajanta inscriptions of his verses are 6th-c. palaeographically, placing the poet in the 4th c. CE.	False	Āryaśūra 4th c. (Chinese trans. 434); median 353 correct.
SA_T09_bsa032	Jātakamālā	354	4th c. CE (single-author Sanskrit kāvya; Vaidya ed. = standard Nepalese recension)	300	400	high	Nakamura, Indian Buddhism: A Survey with Bibliographical Notes (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Āryaśūra's Jātakamālā is a single-author kāvya, so the recension date = composition date (4th c. CE). The Vaidya 1959 edition (BST 21) prints the standard Sanskrit text transmitted in Nepalese MSS; this is the same work, not a later expansion. The Chinese P'u-sa-pen-sheng-man purporting to translate it is in fact a pseudo-translation/anthology, not a witness to an earlier layer.	False	4th c. CE consensus; median 354 fits.
SA_T09_bsu078_u	Bodhisattvāvadānakalpalatā	995	completed 1052 CE; final avadāna added c. 1066 (single-author Kashmiri composition)	1027	1077	high	Nakamura, Indian Buddhism: A Survey with Bibliographical Notes (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Not a layered sūtra: this is an original kāvya-avadāna anthology composed by the Kashmiri poet Kṣemendra, completed 1052 CE; the 108th (final) avadāna was supplied by his son Somendra c. 1066. The Vaidya edition (Mithila 1959) reproduces this 11th-c. authored text — there is no earlier 'layer' to date; though it retells older avadāna material, the work itself is mid-11th-c.	False	Author's completion date 1052; well anchored.
SA_T09_gopjatmu	Jātakamālā [Ajātaśatrvavadāna]	353	7th-8th c. CE	600	800	high	Buswell, Encyclopedia of Buddhism; Khoroche (2006); Holt, Buddha in the Crown	cleaned_Buswell_Encyclopedia of Buddhism.txt	Gopadatta's jātakamālā/avadāna collection (incl. the Ajātaśatrvāvadāna) is markedly later than Āryaśūra's: he follows the ornate prosimetric style of Kumāralāta and is named after Āryaśūra and Haribhaṭṭa as a successor in the genre. Buswell, Khoroche and Holt place him in the 7th-8th c. CE. Hahn's edition reflects this late-1st-millennium author; no earlier layer applies.	True	Gopadatta 7th-8th c.; current median 353 wrong by ~350y.
SA_T09_hjatm	Jātakamālā (Haribhaṭṭa)	453	early 5th c. CE (Hahn/Wille ed. of Haribhaṭṭa's text)	400	450	high	Khoroche, Once a Peacock, Once an Actress (Univ. Chicago Press, 2017), drawing on Hahn (1981, 2002)	cleaned_Khoroche_Once a peacock, once an actress twenty-four lives of the Bodhisattva from Haribhaṭṭa's Jātakamālā.txt	This is a single-author kāvya jātaka collection by the named poet Haribhaṭṭa, written shortly after Āryaśūra's Jātakamālā (early 4th c.). No earlier layer issue: the work is the composition of one author in the early 5th c.; the Hahn/Wille edition reconstructs that text from later Nepalese MSS and Tibetan, but the composition date is the early Gupta period.	False	cur_med 453 sits right in Khoroche's early-5th-c. window; correct.
SA_T09_jatkstpu	Jātakastava	600	6th c. CE (extant Central-Asian Sanskrit recension; uncertain)	450	650	low	Ohnuma, Head, Eyes, Flesh and Blood (2007); ed. Shackleton Bailey 1954 (Central Asian/Khotan MS)	cleaned_Head, Eyes, Flesh and Blood. Giving Away the Body in Indian Buddhist Literature_Reiko Ohnuma,2007.txt	Our edition (Shackleton Bailey 1954) rests on a Sanskrit stotra MS recovered from Central Asia (Khotan region). The library offers no recension-specific date for Jñānayaśas's Jātakastava; it is cited only as a source for bodily-gift jātaka lists. Treated as a ca. 5th-6th c. kāvya stotra surviving in a Central Asian Sanskrit copy; no earlier-layer problem since it is an original composition, not a sūtra grown in strata.	False	No recension date in library; current 500-699 band plausible, kept low confidence.
SA_T10_bsa025_u	Ratnāvalī [Ratnamālā]	204	2nd-3rd c. CE (Nāgārjuna)	100	250	high	Schoening (1991) for Nāgārjuna's dates; Vaidya ed. (1961) reprinting Tucci's Sanskrit	cleaned_Salistamba-sutra and its Indian Commentaries_Jeffrey Davis Schoening, 1991.txt	Vaidya's 1961 edition reprints essentially Tucci's Sanskrit recension of the Ratnāvalī. Authentic Nāgārjuna work; the only Sanskrit witness is a partial Nepalese MS, but composition is 2nd-3rd c. No later-recension shift.	False	Vaidya reprint of Tucci recension; Nāgārjuna 2nd-3rd c.
SA_T10_bsa067_u	Bhavasaṃkrāntiparikathā	555	c. 2nd-3rd c. CE (verses attributed to Nāgārjuna); Sanskrit is a modern reconstruction from Chinese/Tibetan	125	250	low	Aiyaswami Sastri, Bhavasaṅkrānti Sūtra and Nāgārjuna's Bhavasaṅkrānti Śāstra (1938); Potter, Encyclopedia of Indian Philosophies Vol. 8 (1999); Ramanan, Nāgārjuna's Philosophy (1966)	cleaned_Nagarjuna's Philosophy. As Presented in the Maha-Prajnaparamita-Sastra_K. Venkata Ramanan, 1966, 1987.txt	CRITICAL: the Sanskrit original is LOST. Aiyaswami Sastri's edition (our text) is a 20th-c. retranslation INTO Sanskrit from the Chinese and Tibetan. Traditionally the verses are ascribed to Nāgārjuna (c. 150-250 CE; Potter places him in the 100-350 CE volume) while the prose commentary is held to be later (Chi-tsang). We date the Nāgārjuna verse-text layer, but note the extant 'Sanskrit' is a reconstruction, not a transmitted recension.	True	cur_med 555 off by ~350y; verse text is Nāgārjuna-era (2nd-3rd c.), though our Sanskrit is reconstructed.
SA_T10_cansisy2	Śiṣyalekha (alternate)	565	5th c. CE (Candragomin's composition)	400	500	medium	Buswell & Lopez, Princeton Dictionary of Buddhism (2014), s.v. Candragomin	cleaned_Princeton Dictionary of Buddhism_Buswell & Lopez 2014_.txt	The Śiṣyalekha is a single-author verse epistle (lekha), not a layered sūtra, so root = recension. Standard reference scholarship (Princeton Dictionary) dates its author Candragomin to the 5th c. CE (junior contemporary of Kālidāsa), and explicitly assigns the Śiṣyalekha to him. Some older works place Candragomin as late as the 7th c., but the prevailing recent reference date is 5th c. The Minaev edition transmits this same authored poem.	True	Candragomin = 5th c.; cur_med 565 (mid-6th c.) ~115y too late.
SA_T10_cansisyu	Śiṣyalekha	652	later 7th c. CE (Candragomin of Nālandā)	625	700	medium	Mark J. Tatz, Candragomin and the Bodhisattva Vow, 1978 (ch. 1, redating Candragomin)	cleaned_Candragomin and the Bodhisattva Vow_Mark Joseph Tatz, 1978.txt	Genuine work of the poet-grammarian Candragomin. Tatz (1978), applying I-tsing's testimony and modern method, places Candragomin in the later 7th c., superseding the older Wassilief/Kern 4th-5th c. dating; the Sanskrit kāvya epistle (Minaev ed.) is the author's own composition, so root text = author's date.	False	Tatz: last three quarters of 7th c. cur_med 652 consistent.
SA_T10_n2902u	Daṇḍikathā	619	None	None	None	none	no recension-specific scholarship in library		Minor Buddhist stotra/hymn edited in J. S. Pandey, Bauddhastotrasaṃgraha (Varanasi 1994). The local library has no scholarship dating this text or the Sanskrit recension Pandey edited; matches for 'daṇḍ-' in the library refer to daṇḍaka (a different word), not the Daṇḍikathā. No date assigned to avoid invention.	False	no recension scholarship; left undated
SA_T10_n3009u	Vimalaratnalekha	561	c. 1040 CE (composed by Atiśa in Nepal en route to Tibet)	1030	1050	high	Apple, Atiśa Dīpaṃkara: Lives of the Masters (biography); Buddhist Studies in Honour of Hammalava Saddhatissa (1984); Almogi (Atiśa 982-1054)	cleaned_Buddhist Studies in Honour of Hammalava Saddhatissa_Gatare Dhammapala, Richard Gombrich, K. R. Norman, eds., 1984_a.txt	A datable authored work: Atiśa Dīpaṅkara Śrījñāna (982-1054) wrote this letter of admonition to the Pāla king Nayapāla while in Nepal en route to Tibet, i.e. c. 1040-1042 CE (Atiśa entered Tibet in 1042). The Sanskrit original is LOST and survives only in Tibetan; our edition (n3009) is therefore a reconstruction/witness via the Tibetan, but the composition date is firmly mid-11th c.	True	cur_med 561 off by ~480y; this is an 11th-c. work by Atiśa, c. 1040 CE.
SA_T10_nrat_1_u	Ratnāvalī [Ratnamālā] 1	203	2nd-3rd c. CE (Nāgārjuna)	100	250	high	Schoening (1991) for Nāgārjuna's dates; Tucci ed. JRAS 1934-1936	cleaned_Salistamba-sutra and its Indian Commentaries_Jeffrey Davis Schoening, 1991.txt	Chapter 1 of the Ratnāvalī in Tucci's edition (single incomplete Nepalese Sanskrit MS). Authentic Nāgārjuna; the surviving Sanskrit is fragmentary and medieval but transmits the original 2nd-3rd c. work, not a later recension.	False	Nāgārjuna; same text/recension as item 3, chapter 1.
SA_T10_nrat_2_u	Ratnāvalī [Ratnamālā] 2	202	2nd c. CE (ca. 150–250)	150	250	high	Ruegg & Lindtner (via de Jong, Brief History 1987); Hahn (ed., Ratnāvalī)	cleaned_Brief History of Buddhist Studies in Europe and America_J. M. de Jong, 1987.txt	The Ratnāvalī (Ratnamālā) is accepted by Ruegg as a genuine work of the Nāgārjuna of the MMK. The Tucci edition (and Hahn's later edition) present the extant Sanskrit verses; this is the 2nd-c. authored text (ca. 150–250 CE). 'Part 2' is a chapter division of the single work, not a separate later recension; Ajitamitra's commentary is a separate later layer not dated here.	False	Genuine Nāgārjuna work; cur_med 202 within 150–250.
SA_T10_nrat_4_u	Ratnāvalī [Ratnamālā] 3	203	2nd-3rd c. CE (Nāgārjuna)	100	250	high	Schoening (1991) for Nāgārjuna's dates; Tucci ed. JRAS 1934-1936 (the printed recension)	cleaned_Salistamba-sutra and its Indian Commentaries_Jeffrey Davis Schoening, 1991.txt	Ratnāvalī (Ratnāvalī-rājaparikathā) is a core authentic Nāgārjuna work. Tucci's edition rests on a single incomplete Nepalese Sanskrit MS (only parts survive in Sanskrit; the rest via Tibetan/Chinese; later re-edited by Hahn). The fragmentary, medieval Sanskrit MS still transmits the 2nd-3rd c. composition, not a recast recension. This GRETIL portion is chapter 3 of the Tucci text.	False	Nāgārjuna; Tucci recension; current median correct.
SA_T10_subhrk_u	Subhāṣitaratnakaraṇḍakathā	470	None	None	None	none	Hahn, Die Subhāṣitaratnakaraṇḍakathā (NAWG 1983) — title characterises it as 'ein spätbuddhistischer Text'	cleaned_Brief History of Buddhist Studies in Europe and America_J. M. de Jong, 1987.txt	The traditional attribution to the early Āryaśūra (3rd-4th c.) is rejected; Hahn's edition titles it explicitly a 'late Buddhist text' (spätbuddhistischer Text) on the merit doctrine, i.e. a work of a later (probably medieval) author writing under the name Āryaśūra/Śūra. The local library has only an index mention and no sourced century, so no firm date can be assigned without inventing one. Substantively later than the classical Āryaśūra layer.	False	No recension-specific date in library; cannot confirm or correct. cur_med 470 unverifiable here.
SA_T11_arhebt2u	Hetubinduṭīkā	746	ca. 710-770 CE	710	770	high	M. Sakai, Dharmottaras Erklärung von Dharmakīrtis kṣaṇikatvānumāna (2010)	cleaned_Dharmottaras Erklärung von Dharmakirtis ksanikatvanumana… Pramanaviniscaya 2 vv. 53-55_Masamichi Sakai, 2010.txt	Duplicate edition entry (same Sanghavi/Jinavijaya GOS 113 text with Durveka Miśra's Āloka) of Bhaṭṭa Arcaṭa's ṭīkā on Dharmakīrti's Hetubindu. Author-dated 8th c.	False	Same text as arhebt_u; Arcaṭa ca. 710-770; cur_med 746 within range
SA_T11_arhebt_u	Hetubinduṭīkā	745	ca. 710-770 CE	710	770	high	M. Sakai, Dharmottaras Erklärung von Dharmakīrtis kṣaṇikatvānumāna (2010)	cleaned_Dharmottaras Erklärung von Dharmakirtis ksanikatvanumana… Pramanaviniscaya 2 vv. 53-55_Masamichi Sakai, 2010.txt	Bhaṭṭa Arcaṭa's commentary (ṭīkā) on Dharmakīrti's Hetubindu; Sanghavi/Jinavijaya edition prints it with Durveka Miśra's Āloka sub-commentary. Author-dated 8th c.; no earlier recension layer for the ṭīkā itself.	False	Arcaṭa ca. 710-770; cur_med 745 within range
SA_T11_bsa002_u	Ālambanaparīkṣāvṛtti	510	c. 480-540 CE (Dignāga)	480	540	high	standard consensus on Dignāga's floruit, e.g. as cited across the library (Dignāga c. 480-540 CE)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Genuine work of Dignāga (kārikās + autocommentary). Our edition (Aiyaswami Sastri 1942, reconstructed from Tibetan/Chinese with Dharmapāla's commentary) represents Dignāga's own composition; dated to his floruit c. 480-540. No earlier layer.	False	Dignāga's own work; cur_med 510 = midpoint of 480-540. Correct.
SA_T11_bsa020_u	Vajrasūcī	117	core perhaps 2nd c. CE (Aśvaghoṣa attribution), but extant Sanskrit text enlarged later; c. 2nd-4th c. CE	100	400	low	Nakamura, Indian Buddhism. A Survey (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Authorship is disputed: the Sanskrit text ascribes the Vajrasūcī to Aśvaghoṣa (early 2nd c.), the Chinese version (tr. Tianxizai, late 10th c.) to Dharmakīrti. Nakamura holds the core may be Aśvaghoṣa's but was 'enlarged gradually in later days'; its contents parallel chuan 61 of the Chinese Yogācārabhūmi. The extant Dvivedī/DSBC Sanskrit text therefore likely postdates the 2nd-c. core. Range covers core-through-enlargement.	False	cur_med ~117 matches the Aśvaghoṣa-core attribution; defensible, kept (low confidence due to enlargement/attribution dispute).
SA_T11_bsa0551u	Apohasiddhi	1024	first half of 11th c. CE (Ratnakīrti, fl. c. 1000-1050)	1000	1050	high	Seton 2015; Nakamura 1980; Kajiyama, Tarkabhāṣā of Mokṣākaragupta, 1966	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Authored apoha treatise by Ratnakīrti (11th c., pupil of Jñānaśrīmitra at Vikramaśīla). Frauwallner's 'c. 950' is superseded. Edition = Thakur, Ratnakīrtinibandhāvalī (TSWS 3); extant Sanskrit is the author's own composition, no earlier recension.	False	Author-dated; cur_med 1024 within floruit.
SA_T11_bsa0552u	Kṣaṇabhaṅgasiddhi	1024	first half of 11th c. CE (Ratnakīrti, fl. c. 1000-1050)	1000	1050	high	Seton, Defining Wisdom: Ratnakarasanti's Saratama, 2015 (Jñānaśrīmitra active 980-1030, Ratnakīrti 11th c.); Nakamura 1980	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Authored treatise by Ratnakīrti, direct pupil of Jñānaśrīmitra (active 980-1030) at Vikramaśīla and a teacher/colleague of Atiśa (who reached Vikramaśīla under Neyapāla r. 1027-43). Frauwallner's old 'c. 950' dating is superseded; modern consensus is the first half of the 11th c. Edition = Thakur, Ratnakīrtinibandhāvalī (TSWS 3, 1957/1975); this is the extant Sanskrit, the author's own work, not a layered text.	False	Author-dated; cur_med 1024 within floruit.
SA_T11_bsa0553u	Kṣaṇabhaṅgasiddhi vyatirekātmikā	1024	first half of 11th c. CE (Ratnakīrti, fl. c. 1000-1050)	1000	1050	high	Seton 2015; Nakamura 1980; Kajiyama 1966	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Authored treatise by Ratnakīrti (11th c.), pupil of Jñānaśrīmitra (active 980-1030) and contemporary of Atiśa at Vikramaśīla. Edition = Thakur, Ratnakīrtinibandhāvalī (TSWS 3); extant Sanskrit is the author's own work. Frauwallner's old 'c. 950' superseded.	False	Author-dated; cur_med 1024 within floruit.
SA_T11_bsa0554u	Avayavinirākaraṇa	998	9th c. CE (Paṇḍita Aśoka; often placed c. 950 by later scholarship)	800	900	medium	Nakamura, Indian Buddhism: A Survey with Bibliographical Notes (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Single-author Buddhist Nyāya tract (refutation of the whole/avayavin) by Paṇḍita Aśoka, edited in Six Buddhist Nyāya Tracts (Shastri 1910). No textual layering. Nakamura dates the author to the 9th c.; since Jñānaśrīmitra (active 980-1030) postdates and engages this Dignāga-school logic, a late-9th-to-10th-c. floruit is the range. Bounds kept to Nakamura's 9th c.	True	Median 998 is ~150y too late vs Nakamura's 9th-c. author; flagged.
SA_T11_bsa0555u	Sāmānyadūṣaṇadikprasāritā	969	c. 1000 CE (late 10th-early 11th c.)	975	1025	medium	Thakur/Sferra reporting of Paṇḍita Aśoka; skt-en-mono on the Aśoka–Jñānaśrīmitra apoha verse	cleaned_skt-en-mono.txt	Authored work of Paṇḍita Aśoka, a Pāla-period Nyāya logician sharing apoha verses with Jñānaśrīmitra (fl. c.980-1030), hence c.1000 CE. The edited Sanskrit (Haraprasad Shastri, Six Buddhist Nyaya Tracts, 1910) IS this author's text — no earlier layer; dating = author's floruit.	False	cur_med 969 essentially correct (within 75y of c.1000).
SA_T11_bsa0556u	Antarvyāptisamarthana	999	early-mid 11th c. CE (Ratnākaraśānti, ca. 970-1045)	970	1045	high	Seton, Defining Wisdom: Ratnākaraśānti's Sāratamā (2015)	cleaned_Defining Wisdom. Ratnakarasanti’s Saratama_Gregory Max Seton, 2015.txt	Original logico-epistemological tract (defense of intrinsic pervasion) by Ratnākaraśānti of Vikramaśīla, edited in Six Buddhist Nyāya Tracts (Shastri 1910). No earlier layer; the date is the author's own floruit ca. 970-1045 (senior contemporary of Jñānaśrīmitra and Atiśa).	False	Author floruit ca. 970-1045; median fine.
SA_T11_bsa057_u	Nyāyabindu Prakaraṇakārikā	813	early-mid 7th c. CE (Dharmakīrti's own kārikā)	600	660	high	Tillemans, Dharmakīrti's Pramāṇavārttika ch.4, 2000, Introduction (reporting/refining Frauwallner 1961)	cleaned_DHARMAKIRTI'S PRAMANAVARTTIKA. Translation of the 4. chapter  (pararthanumana)_TOM J. F. TILLEMANS, 2000.txt	Authored work of Dharmakīrti (c. 600-660 CE, Frauwallner; some now push to c. 550-650). The kārikā text is the root verse-form of the Nyāyabindu and is contemporaneous with its author; no later recension issue. Our edition (Dwarikadas Shastri / Stcherbatsky BB VII) transmits the 7th-c. work.	True	cur_med 813 ~150-200y too late; Dharmakīrti is 7th c.
SA_T11_bsa059_u	Santānāntarasiddhi	625	c. 600-660 CE (Dharmakīrti)	600	660	high	Franco (ed.), Yogic Perception, 2009 (Dharmakīrti c. 600-660); Frauwallner chronology	cleaned_Yogic Perception, Meditation and Altered States of Consciouness_Eli Franco (ed) 2009 (A).txt	Authored work of Dharmakīrti (c. 600-660 CE, per Frauwallner; library also gives '530-600', 'sixth-seventh century', 'mid-seventh century'). The Sanskrit of the Santānāntarasiddhi is a reconstruction (Negi 1997) from Tibetan, but the date is the original composition by Dharmakīrti, not the modern reconstruction. Current bounds already match.	False	Dharmakīrti work; current 600-660 correct
SA_T11_bsa061_u	Santānāntarasiddhiṭīkā	690	early-to-mid 8th c. CE (Vinītadeva's commentary)	700	760	high	Brunnhölzl 2011; Makeham 2014; Watson 2006 (Vinītadeva c. 690-750 / c. 710-770)	cleaned_Prajnaparamita, Indian gzhan stong  pas and Beginning of Tibetan gzhan stong_Karl Brunnhölzl, 2011.txt	This is a ṭīkā (sub-commentary) by Vinītadeva on Dharmakīrti's Santānāntarasiddhi-kārikā — date the commentary, not the root kārikā. Vinītadeva is consensually placed c. 690-750 (Brunnhölzl, Makeham) to c. 710-770 (Watson), 'eighth century' (Princeton Dictionary, Buswell-Lopez). His ṭīkā therefore belongs to the early-to-mid 8th c.	False	Vinītadeva 8th c.; cur_med 690 at early edge but within ±25 of the floruit core.
