id	title	current_median	consensus_date	nb	na	confidence	basis	source_file	note
SA_T01_n832u	Daśabhūmīśvaro nāma mahāyānasūtraratnarājastotra	187	None	None	None	none	no dating source located in library for this hymn		Stotra praising the Daśabhūmika/Daśabhūmīśvara sūtra (a 'king of jewels' Mahayana sutra). No specialist dating of the stotra itself found in the library; the underlying Daśabhūmika-sūtra is early Mahayana (pre-297 CE Chinese tr.) but the hymn is not separately datable here. Left null.
SA_T01_n835u	Cakrasaṃvarastuti	686	late 9th-10th c. CE	850	1000	medium	Sanderson, The Śaiva Age (2009), on the Cakrasaṃvara/Laghuśaṃvara corpus; Gerloff (Saroruhavajra's Hevajra-Lineage) for the stuti	cleaned_Sanderson_The Śaiva Age.txt	Hymn (stuti) of the Cakrasaṃvara/Yoginītantra corpus, whose root tantra (Laghuśaṃvara) Sanderson dates late 9th c. with images/commentary only from 10th c.; the stuti is contemporary or somewhat later.
SA_T01_n836u	Catuḥṣaṣṭisaṃvarastotra	628	late 9th-10th c. CE	850	1000	medium	Sanderson 2009, The Śaiva Age (on Laghuśaṃvara/Cakrasaṃvara); Gray, The Cakrasaṃvara Tantra (Gray dates CS to 8th c.)	cleaned_Sanderson_The Śaiva Age.txt	Hymn to the 64-fold Saṃvara (Cakrasaṃvara) mandala; depends on the Cakrasaṃvara/Laghuśaṃvara corpus. Gray favours 8th c., Sanderson late 9th-10th c.; the stotra is not earlier. Much later than cur_med 628; counted as changed.
SA_T01_n837u	Pīṭhastava	665	None	None	None	none	no specialist dating located in library		Workitem src is a GRETIL Buddhist-stotras file; an anonymous Buddhist hymn (Pithastava) for which no dated specialist statement was found. A Pithastava (Kaula hymn to the 64 seats, Srinatha) also exists in skt-en-mono but that is a Sakta/Kaula text, not the Buddhist one indexed here. No reliable date.
SA_T01_n838u	Ṣaṭtriṃśatsaṃvarastuti	755	None	None	None	none	no dating scholarship located		Anonymous Buddhist hymn (GRETIL 108 Buddhist stotras). No specialist dating in the library; sattrimsat/saṃvara word-matches are unrelated ritual passages. Left null.
SA_T01_n842u	Buddhagaṇḍīstava	742	None	None	None	none	no specialist dating found in library		Buddhist hymn (gandi-bell stava). Traditional attribution to Asvaghosa/Aryadeva is not credited by scholars; no datable specialist statement in the library. Hymn corpus generally medieval.
SA_T01_n843u	Gaṇḍīstava	844	None	None	None	none	no dating discussion located in library		Only a title listing found (in a stotra index); no scholarly dating in the library. Traditional attribution to Aśvaghoṣa is unreliable. Date left null.
SA_T01_n844u	Gaṇeśastotra	830	None	None	None	none	no specific dating found for this Buddhist Gaṇeśa hymn		Generic/anonymous stotra; no datable scholarship located. Left null.
SA_T01_n845u	Hāratīstotra	758	None	None	None	none	no dating scholarship located		Anonymous Buddhist hymn to the yakṣiṇī Hārītī (GRETIL 108 Buddhist stotras / bodhisvara corpus). Library discusses Hārītī iconography/cult but does not date this stotra. Left null.
SA_T01_n850u	Mahācakravartināmāṣṭottaraśatastotra	560	None	None	None	none	no specialist dating found in library		Anonymous Buddhist hymn (Mahācakravartin = vidyārāja, related to the Mañjuśrī/Cakravartin vidyārāja-kalpa cult). No individual dating in the library; likely a later (post-7th c.) Mahāyāna/proto-tantric stotra but library gives no basis.
SA_T01_n852u	Vajramahākālastotra	722	None	None	None	none	no specific dating found in library		Anonymous Buddhist Mahākāla hymn (from a stotra collection). Library has Mahākāla iconography/cult studies (Matsushita, Sperling) but no date for this particular stotra; Mahākāla as protector becomes prominent with later yoginitantra/Tibetan-transmitted material (post-8th c.) but no sourced consensus for the text itself.
SA_T01_n853u	Mañjuśrīnāmāṣṭottaraśatakastotra [Āryamañjuśrīnāmāṣṭottaraśatakastotra]	684	Buddhist Mañjuśrī stotra, c. 8th-11th c. CE	700	1100	low	only catalogue attestation (Skorupski sTog Kanjur catalogue); distinct from the Nāmasaṃgīti (pre-Vilāsavajra, mid-late 8th c.)	cleaned_Cakrasamvara Tantra. Discourse of Sri Heruka ( Sriherukabhidhana)_David B. Gray, 2007.txt	This is the 108-Names stotra, NOT the famous Mañjuśrīnāmasaṃgīti (which is pre-Vilāsavajra, c. 8th c.). The aṣṭottaraśataka stotra appears only in canon catalogues with no specialist date; estimated range, low confidence.
SA_T01_n861u	Pañcarakṣādevīstotrāṇi	601	5th-8th c. CE (compiled as collection by c. 800 CE)	400	800	medium	Holz, The Bhadrakarātrī-sūtra (citing Skilling & Hidas); Nakamura 1980	cleaned_Holz_The Bhadrakarātrī-sūtra_Apotropaic Scriptures in Early Indian Buddhism.txt	Buddhist apotropaic dhāraṇī collection (Mahāpratisarā etc.); component texts emerged independently 5th-7th c. and were grouped by c.800 (Tib. transl.). Composite, evolved over centuries. Current median 601 reasonable.
SA_T01_n862u	Pratisarāstotra	699	7th c. CE (or earlier)	600	720	medium	Nakamura, Indian Buddhism: A Survey (1980), on the Pañcarakṣā / Mahāpratisarā	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Stotra attached to the Mahāpratisarā(-vidyārājñī), the leading Pañcarakṣā dhāraṇī; rendered into Chinese by Bodhiruci/Baosiwei c. 693 CE (terminus ante quem), so 7th c. or earlier. Within 100y of current median 699.
SA_T01_n867u	Bhaktiśataka	1375	14th-15th c. CE	1300	1500	low	Winternitz 1933, History of Indian Literature II; Nakamura 1980, Indian Buddhism	cleaned_History of Indian Literature II_MAURICE WINTERNITZ, 1933.txt	Buddhist devotional Sataka by a Bengali Brahman convert; Nakamura groups the Bhaktiśataka with later Ceylon-transmitted Buddhist Sanskrit hymns. No precise date in library; 14th-15th c. consistent with current median.
SA_T01_n868u	Buddhabhaṭṭārakastotra	748	None	None	None	none	no specialist dating located in reference-literature/	None	Minor anonymous Buddhist hymn; no specialist dating in the library.
SA_T01_n869u	Buddhagadyaya [Buddhagajjaya]	715	None	None	None	none	only genre placement in Nakamura, Indian Buddhism (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Sinhalese Buddhist Sanskrit kāvya-stotra grouped with Anuruddhaśataka etc.; no scholarly date in library. Date unverified.
SA_T01_n870u	Buddhastotra	669	None	None	None	none	no specialist dating located in library		Generic anonymous Buddhist hymn from a GRETIL stotra collection; no individual dated specialist statement found. Buddhastotra as a genre spans Matrceta (1st-2nd c.) to medieval, so an individual anonymous piece cannot be reliably dated.
SA_T01_n871u	Nāmāṣṭaśataka	739	None	None	None	none	no specialist dating; '108-names' (aṣṭaśataka) is a hymn genre with many instances	cleaned_Bibliography_tib_skt_philology_Dan Martin, 2006.txt	Title is generic '108 names' praise-hymn (Avalokiteśvara/Mañjuśrī/Tārā/Prajñāpāramitā variants exist). Cannot identify the specific text or its date from the library.
SA_T01_n875u	Śākyasiṃhastotra: navagrahakṛtam	715	None	None	None	none	no specialist dating; genre placement only (Nakamura 1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Companion Buddha-hymn to the surapati version; anonymous Sinhalese/Theravāda Sanskrit stotra, undated in library. Date unverified.
SA_T01_n877u	Śākyasiṃhastotra: surapatikṛtam	712	None	None	None	none	no specialist dating located; only genre placement in Nakamura, Indian Buddhism (1980)	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Anonymous Sinhalese/Theravāda Sanskrit Buddha-hymn; Nakamura links it to the Narasiṃhagāthā tradition but gives no date. Date unverified.
SA_T01_n878u	Śākyasiṃhastotra: viṣṇukṛtam	750	None	None	None	none	no specialist dating located in reference-literature/	None	Nepalese Buddhist hymn to Śākyasiṃha framed as spoken by Viṣṇu (Cambridge MS). The library hit (Nakamura's Śrī-Śākyasiṃhastotra in a Theravāda SE-Asian context) is unrelated; no dating.
SA_T01_n879u	Śākyasiṃhastotra: yaśodharākṛtam	577	None	None	None	none	no specialist dating found; Kragh 2011 surveys female-authored texts but not this hymn		Anonymous Buddha-hymn pseudepigraphically ascribed to Yaśodharā, in the GRETIL 108-stotra corpus and Cambridge Nepalese mss. Not in Kragh's corpus of genuine female-authored texts (9th-11th c.). No basis to date; likely a later Nepalese-transmitted devotional stotra but unquantifiable here.
SA_T01_n880u	Sattvārādhanagāthā	817	None	None	None	none	no specialist dating located		Only the common noun sattvārādhana ('service to beings') appears in the library (Bodhicaryāvatāra-pañjikā); the pseudo-Nāgārjuna Buddhist gāthā itself has no dating discussion found. Distinct from Hartmann's 'Sattvārādhanastava' manuscript noted in a catalogue. No date asserted.
SA_T01_n881u	Suprabhātastotra	628	early-mid 7th c. CE (r. 606-647)	606	647	medium	Schneider 2014, Buddhist Hymns: A New Collection (Suprabhātastava by Harṣadeva); reign dates of Harṣa of Kanauj 606-647 (Snellgrove, Indo-Tibetan Buddhism)	cleaned_Schneider_Buddhist Hymns_A New Collection_Sanskrit Texts from the Tibetan Autonomous Region.txt	Buddhist Suprabhata hymn ascribed to King Harṣa (r.606-647). Schneider notes the attribution is traditional and that Steiner argues the companion Ast belongs to an earlier Harṣa; dating rests on the attribution. cur_med 628 falls within Harṣa's reign; not changed.
SA_T01_n882u	Saptabuddhastotra	690	None	None	None	none	no dating scholarship found in library (only catalogued as a MS hymn)	cleaned_Literary History of Sanskrit Buddhism_Nariman G K_1919.txt	Buddhist hymn to the Seven Buddhas (Saptatathāgata) known only from Nepalese manuscripts; Nariman (1919) lists it among unpublished MS stotras with no date. No specialist dating found.
SA_T01_n885u	Kamalākarasarvatathāgatastotra	667	5th-6th c. CE (Suvarṇaprabhāsa redaction)	400	600	low	Potter (ed.), Survey of Mahayana texts 350-600 / Encyclopedia of Indian Philosophies vol.9 (chapter of the Suvarnaprabhasa[uttama]sutra; first Chinese tr. Dharmaksema 385-433)	cleaned_Potter_Survey of Mahayana texts_350-600.txt	Identifiable with the Kamalakara-sarvatathagata(tattva)parivarta, a chapter/hymn of the Suvarnaprabhasottamasutra (Ruciraketu); core text translated by Dharmaksema (d.433), hence 5th-6th c. Identification is plausible but not certain, so low confidence.
SA_T01_n888u	Maṅgalaṣoḍaśastuti	624	None	None	None	none	no specialist dating found in reference-literature/		No hits for Mangalasodasastuti / Maṅgalaṣoḍaśastuti; the Pali Solasamangala-gatha (Walker) is a different text. Minor Buddhist stuti; undatable from this library.
SA_T01_n889u	Mañjuvajrastotra	629	late 8th-9th c. CE	775	900	low	Davidson, Indian Esoteric Buddhism (2002); Dalton on Buddhajñānapāda	cleaned_Davidson_Indian Esoteric Buddhism_ A Social History of the Tantric Movement.txt	Hymn to Mañjuvajra, the central deity of the Mañjuvajra maṇḍala of Buddhajñānapāda's Guhyasamāja system (late 8th/early 9th c. per Dalton). No dating of the stotra itself; dated by terminus a quo of the deity-cult, hence low confidence. Current median 629 too early.
SA_T01_n890u	Svayaṃbhūstava	753	None	None	None	none	no dating scholarship located		Nepalese Buddhist hymn to the Svayambhū caitya (GRETIL 108 Buddhist stotras / bodhisvara corpus); library has many Svayambhū-related works but none dates this hymn. Left null.
SA_T01_n893u	Caṇḍikādaṇḍakastotra	557	None	None	None	none			No specialist dating of this daṇḍaka hymn to Caṇḍikā found in the library. Left undated; not invented.
SA_T01_n894u	Mahogratārāṣṭakastotra	766	8th c. CE	700	800	low	Willson 1992, In Praise of Tārā (dating the Kashmiri Ugratārā/Tārā-stotra milieu of Sarvajñamitra)	cleaned_In Praise of Tara. Songs to the Saviouress_Martin Willson  1992.txt	Anonymous eight-verse hymn to Ugratārā (Ekajaṭā/Mahogratārā). No direct dating found; dated indirectly via the Kashmiri Ugratārā stotra milieu (Sarvajñamitra, late 7th/early 8th c.). Author of THIS aṣṭaka not securely Sarvajñamitra; low confidence.
SA_T01_n895u	Mahogratārāstuti	672	8th-12th c. CE (Tantric Tārā/Ugratārā cult)	700	1200	none	no specific dating scholarship located; Tārā-stuti corpus generally		No scholar in library dates this specific stuti (a hymn to Mahogra/Ugra Tārā). The Buddhist Tantric Tārā cult emerges from c. 7th-8th c.; Ugratārā/Ekajaṭā forms are later. No sourced date - left null-range, confidence none.
SA_T01_n896u	Dharmadhātuvāgīśvaramaṇḍalastotra	498	None	None	None	none	Locke, Unique features of Newar Buddhism; Richardson, Shalu Murals diss. (descriptive only, no date)	cleaned_Locke_Unique features of Newar Buddhism.txt	Hymn to the Newar Buddhist Dharmadhātuvāgīśvara/Mañjughoṣa maṇḍala (Kathmandu Valley); library attests the maṇḍala iconographically but gives no composition date. Likely a late Nepalese Vajrayāna stotra, not early. No dated source - left null.
SA_T01_n898u	Vajrapāṇināmāṣṭottaraśatastotra	528	None	None	None	none	none found		108-name (aṣṭottaraśata-nāma) hymn to Vajrapāṇi; no scholarship dating this specific stotra found. Such nāmāṣṭottaraśata-stotras are typically late anonymous Vajrayāna/Nepalese liturgical compositions, but no dated source - left null.
SA_T01_n901u	Māravijayastotra	716	None	None	None	none	no dating scholarship found	cleaned_Indian Buddhism. A Survey With Bibliographical Notes_Hajime Nakamura, 1980.txt	Short Buddhist hymn on Māra's defeat; only mentioned thematically by Nakamura, no date given. Library has no specialist dating. Left null.
SA_T01_n904u	Kalyāṇatriṃśatikāstotra	585	None	None	None	none	no specialist dating found in library		No dating scholarship located under any spelling. Buddhist praise-stotra (30-verse). Date undetermined.
SA_T01_n905u	Vajradevīstotra	652	None	None	None	none	No dating of this specific hymn located; Vajradevī = Vajravārāhī/Vajrayoginī (cf. Sanderson, The Śaiva Age)	cleaned_Sanderson_The Śaiva Age.txt	Anonymous Buddhist hymn to Vajradevī (Vajravārāhī/Vajrayoginī). The deity cult is post-9th-c. yoginītantra; but no specialist date for this stotra exists in the library, so left undated.
SA_T01_n907u	Vajravilāsinīstotra	804	late 12th-early 13th c. CE	1175	1225	high	English, Vajrayogini: Her Visualization, Rituals, and Forms, 2002 (GSS43)	cleaned_English_Vajrayogini_Her Visualization, Rituals, and Forms.txt	Stotra by Vibhuticandra, active to early 13th c. (Vikramasila sacked 1203); much later than median 804.
SA_T01_n908u	Vajrayoginīpraṇāmaikaviṃśikā	633	10th-11th c. CE	900	1100	low	Sanderson, The Śaiva Age (2009) on the Yoginītantra/Vajravārāhī-Vajrayoginī cult	cleaned_Sanderson_The Śaiva Age.txt	'Twenty-one Salutations to Vajrayoginī', a short hymn dependent on the developed Vajravārāhī/Vajrayoginī cult of the Cakrasaṃvara yoginītantra tradition (emerges late 8th-9th c., exegesis flourishes 9th-11th c.). Praise text postdates the cult; dated by inference, hence low confidence. Current median 633 too early.
SA_T01_n909u	Vajrayoginyāḥ piṇḍārthastutiḥ	804	late 9th-10th c. CE	850	1000	medium	English, Vajrayogini: Her Visualization, Rituals, and Forms, 2002 (GSS26)	cleaned_English_Vajrayogini_Her Visualization, Rituals, and Forms.txt	= GSS26 piṇḍārtha stuti by the mahasiddha Virupa, slightly younger than Indrabhuti/Sabara; yoginitantra siddha milieu 9th-10th c.
SA_T01_n910u	Vajrayoginyāḥ stutipraṇidhānam	698	10th-12th c. CE	900	1200	medium	English, Vajrayoginī: Her Visualization, Rituals, and Forms (Wisdom 2002)	cleaned_English_Vajrayogini_Her Visualization, Rituals, and Forms.txt	Anonymous Vajrayoginī praise/aspiration hymn. Cult emerges from the Cakrasaṃvara/yoginītantras (9th c.) and flourishes 10th-12th c.; the hymn belongs to that florescence. Current median 698 too early.
SA_T01_n911u	Vasudhārānāmadhāraṇīstotra (Āryavasudhārādhāraṇī)	600	None	None	None	none	no firm composition date in library (treated as early Mahāyāna apotropaic dhāraṇī)	cleaned_Holz_The Bhadrakarātrī-sūtra_Apotropaic Scriptures in Early Indian Buddhism.txt	Early Mahāyāna apotropaic/prosperity dhāraṇī (Holz); discussed but not given a composition century in the library. Current span 400-799 plausible for the dhāraṇī genre but no sourced consensus -> left null.
SA_T01_nagast_u	Acintyastava	414	ca. 2nd c. CE	125	175	medium	Brunnhölzl 2009, The Luminous Heart; Brunnhölzl 2008, In Praise of Dharmadhātu	cleaned_Luminous Heart. Third Karmapa on Consciousness, Wisdom, and Buddha Nature_Karl Brunnholzl, 2009.txt	Hymn of the Catuḥstava; authorship by Nāgārjuna (the Madhyamaka master, c. 150 CE) accepted as undisputed by Brunnhölzl. Re-dated ~250y earlier than current median (414) to Nāgārjuna's floruit.
SA_T01_naglok_u	Lokātītastava	212	late 2nd c. CE	150	200	medium	Walser 2005, Nāgārjuna in Context	cleaned_Walser_Nāgārjuna in context.txt	Walser treats the Lokatitastava as a genuine work of Nagarjuna (his 'group B'), whom he dates to the end of the 2nd c. CE ('Nāgārjuna writes at the end of the second century'). Hence c. 175 CE midpoint. Within ~37y of current median 212.
SA_T01_rahppspu	Prajñāpāramitāstotra	210	3rd c. CE	200	300	medium	Lamotte, Mahāprajñāpāramitāśāstra (Le Traité, vol. 2)	cleaned_Mahaprajnaparamitasastra-Vol-2_ÉTIENNE LAMOTTE, tr.txt	Incorporated into the Mahaprajnaparamitasastra (tr. Kumarajiva c.405 CE), so a firm terminus ante quem; Rahulabhadra placed as teacher/disciple of Nagarjuna (late 2nd-early 3rd c.), hence c. 3rd c. CE. Close to current median 210.
SA_T01_tarasdhu	Tārāsragdharāstotra	725	late 7th - early 8th c. CE	670	720	high	Willson 1992, In Praise of Tara; Nakamura 1980, Indian Buddhism	cleaned_In Praise of Tara. Songs to the Saviouress_Martin Willson  1992.txt	Sragdharā-stotra to Tārā by Sarvajñamitra of Kashmir; Willson and Nakamura (kāvya-style Tārā hymn) place him late 7th-early 8th c.; Rājataraṅgiṇī puts him c. 700 CE. Confirms existing date.
SA_T02_Abhayākaragupta_Buddhakapālatantra-Abhayapaddhati_Chog_2009	Buddhakapālatantra, with Abhayapaddhati of Abhayākaragupta	834	c. 1100 CE	1075	1125	medium	Sanderson, The Śaiva Age (Buddhakapāla among yoginītantras); English 2002, Vajrayoginī (Abhayākaragupta abbot of Vikramaśīla)	cleaned_English_Vajrayogini_Her Visualization, Rituals, and Forms.txt	Item is the Abhayapaddhati COMMENTARY (Chog Dorje 2009), datable to Abhayākaragupta's floruit c. 1084-1125. Base Buddhakapālatantra (a Heruka yoginītantra) is earlier, ~9th-10th c. Dated to commentary -> changed.
SA_T02_Abhayākaragupta_Kālacakrāvatāra_Mishra_2016	Kālacakrāvatāra (of Abhayākaragupta)	686	c. 1100-1125 CE (early 12th c.)	1100	1125	high	Sanderson, The Śaiva Age (2009)	cleaned_Sanderson_The Śaiva Age.txt	Authored work of Abhayākaragupta (1064-1125), who composed his major works in the early 12th c. under Rāmapāla; not an anonymous revealed tantra.
SA_T02_Abhayākaragupta_Kālacakrāvatāra_Unknown_Unknown	Kālacakrāvatāra	691	early 12th c. CE	1075	1125	high	Sanderson 2009, The Śaiva Age (dates of Abhayākaragupta)	cleaned_Sanderson_The Śaiva Age.txt	Author Abhayākaragupta is firmly dated 1064–1125 (regnal years of Rāmapāla); his Kālacakra-related works fall early 12th c., long after the Kālacakratantra's introduction (~1025). Author work, not a root tantra. Machine date (691) far too early.
SA_T02_Advayavajra_saṃgraha_Bhattacharyya_1927	Advayavajrasaṃgraha	743	early-mid 11th c. CE	1007	1077	high	Shakabpa, One Hundred Thousand Moons (Maitripa 1007-1077); Lopez 2016; Joshi	cleaned_Shakabpa_One Hundred Thousand Moons_v1.txt	Collection of short works by Advayavajra = Maitripa/Maitripada, firmly 11th c. (life 1007-1077). A samgraha of an 11th-c. author's tracts, not an early tantra.
SA_T02_Anonymous_Kālacakrapūjāvidhi_RBTRD_2014	Kālacakrapūjāvidhi	695	11th-12th c. CE	1025	1200	medium	Sanderson 2009, The Śaiva Age (introduction/emergence of the Kālacakra)	cleaned_Sanderson_The Śaiva Age.txt	A pūjāvidhi (ritual manual) necessarily postdates the Kālacakratantra, whose system emerged ~1025 under Mahīpāla I; such auxiliary vidhis are 11th-12th c. Not the root tantra. Machine date (695) much too early.
SA_T02_Anupamarakṣita_Ṣaḍaṇgayoga-with-Guṇabharaṇī_Sferra_2000	Ṣaḍaṅgayoga (Anupamarakṣita) with Raviśrījñāna's Guṇabharaṇī ṭippaṇī	520	mid-late 12th c. CE (Anupamarakṣita fl. c.1165)	1140	1190	high	Lopez, Buddhism in Practice (Anupamarakṣita fl. c.1165 CE); ed. Sferra 2000	cleaned_Lopez_Buddhism in Practice_abridged.txt	Kālacakra-tradition Six-Branch Yoga; edited by Sferra 2000. mūla-text dated to Anupamarakṣita's floruit c.1165. The Guṇabharaṇī commentary is by Raviśrījñāna (Kālacakra author, early-mid 13th c.). Current median ~520 is far too early; this is a 12th-c. work.
SA_T02_Candrakīrti_Pradīpoddyotana-Guhyasamājatantra_Chakravarti_1984	Pradīpoddyotana (Guhyasamājatantra-ṭīkā)	738	late 10th-early 11th c. CE	975	1025	high	Wedemeyer (Āryadeva's Lamp; pers. comm. in Vose, Resurrecting Candrakīrti)	cleaned_Vose_Resurrecting Candrakirti.txt	Commentary on the Guhyasamāja by the tantric Candrakīrti (Ārya school), not the Madhyamaka author. Wedemeyer/Vose date c. 975-1025; Wedemeyer Lamp diss concurs. Current median ~2.5 c. too early.
SA_T02_Candrakīrti_Pradīpoddyotana-Guhyasamājatantra_Dhīḥ_2009	Pradīpoddyotana on the Guhyasamājatantra	792	9th c. CE	800	900	high	Wedemeyer, Āryadeva's Lamp (diss.); cf. Davidson, Indian Esoteric Buddhism	cleaned_Wedemeyer diss.txt	COMMENTARY, not a root tantra. The tantric Candrakīrti of the Ārya/Jñānapāda exegetical school, distinct from the 6th-c. Madhyamaka philosopher; root Guhyasamāja is 8th c. (Davidson).
SA_T02_Candrakīrti_Vajrasattvasādhana_Luo-Tomabechi_2009	Vajrasattvasādhana (Vajrasattvaniṣpādanasūtra)	550	9th c. CE	800	900	medium	Wayman 1980 / Warder 2000; cf. pseudo-Candrakīrti '?10thc.' in Pramāṇakīrtiḥ (Steinkellner Fs)	cleaned_Indian Buddhism_Anthony Kennedy Warder, 2000 (1970).txt	Work of the tantric Candrakīrti, Guhyasamāja Ārya-school exegete (author of Pradīpoddyotana). Dated 9th c. (Wayman, Warder); some place him as late as 10th c. Ed. Hong/Luo & Tomabechi 2009.
SA_T02_Dauḍīpāda-Ghanadeva_Guhyāvalīvivṛti_Dhīḥ_2008	Guhyāvalīvivṛti (Ḍoṃbīpāda/Ghanadeva)	906	None	None	None	none	no dating of this commentary found in library		This is a commentary (vivṛti) on the Guhyāvalī, ed. in Dhīḥ journal 2008, attributed to Ḍoṃbīpāda/Ghanadeva, within the Buddhist Guhyasamāja/Guhyāvalī orbit. No mention of this title or author with a date was located in the library; consensus null, confidence none.
SA_T02_Dharmākaraśānti_Kālacakrabhagavatsādhanavidhi_Dhīḥ_1997	Kālacakrabhagavatsādhanavidhi	849	12th–13th c. CE	1100	1300	medium	Arnold (ed.) 2016, As Long as Space Endures (Kālacakra essays); Wallace, Inner Kālacakra (Anupamarakṣita lineage)	cleaned_Arnold_As Long as Space Endures_Essays on the Kālacakra Tantra in Honor of H.H. the Dalai Lama.txt	Kālacakra entered India c.1025; Dharmākaraśānti sits late in the Anupamarakṣita ṣaḍaṅgayoga lineage (Anupamarakṣita–Śrīdhara–Bhāskaradeva–Dharmākaraśānti–Raviśrījñāna–Ratnarakṣita–Vibhūticandra, the last 12th–13th c.), so a 12th–13th c. text. Differs >100y from current 849.
SA_T02_Jñānacandra_Mahāsukhaprakāśikā-Tattvajñānasaṃsiddhi_DharmodayaSabha_1956	Tattvajñānasaṃsiddhi (with ṭīkā Mahāsukhaprakāśikā)	781	10th-12th c. CE	950	1200	low	Sferra (ed.) 2008, Sanskrit Texts from Giuseppe Tucci's Collection I, identifying the MS and the Vajravarahi/yoginitantra opening	cleaned_Sanskrit Texts from Giuseppe Tucci’s Collection. Part I_Francesco Sferra, ed, 2008.txt	Buddhist tantric text opening with homage to Vajravilasini/Varahika (yoginitantra milieu, post-9th c.); the named commentaries (Sunyasamadhipada, Daśabalasrimitra, Viryasrimitra) are late Nepalese/Indian. Mahasukhaprakasika is a commentary, not the root work. No firm date in library; estimate. cur_med 781 too early.
SA_T02_Kamalanāntha_Hevajratantra-RatnāvalI_Conlon_2023	Kamalanātha, Ratnāvalī (commentary on the Hevajratantra)	821	late 10th–11th c. CE (commentary); root Hevajratantra late 8th–early 9th c.	950	1100	low	Snellgrove, Indo-Tibetan Buddhism (Hevajratantra composed in the mahāsiddha milieu, c. late 8th c.) / Concealed Essence ed. (Farrow & Menon 1992): root tantra 'approximately the eighth century'; commentaries by later siddhas	cleaned_Concealed Essence of the Hevajra Tantra With Comentary Yogaratnamala_ G.W. Farrow & I. Menon, 1992.txt	This item is a COMMENTARY (Ratnāvalī of Kamalanātha, ed. Conlon 2023) on the Hevajratantra, not the root tantra. The Hevajratantra itself is dated late 8th–early 9th c.; a Sanskrit commentary by Kamalanātha is necessarily later (placed 10th–11th c., the commentarial florescence). No verbatim date of Kamalanātha found in library; bounds are inferential, hence low confidence.
SA_T02_Kuladatta_Kriyāsaṃgrahapañjikā-partial_Tanemura_2020	Kriyāsaṃgrahapañjikā	635	late 11th-12th c. CE	1045	1200	high	Onians 2002 (Kuladatta fl.1045-); Tanemura 2004 ed.; Bajracharya 2018	cleaned_Monasticism in Buddhism of Nepal-Mandala. Continuity and changes_SM Bajracharya, 2018.txt	Not an anonymous tantra but a Buddhist tantric ritual MANUAL (kriyāsaṃgraha) by the named Nepalese author Kuladatta, fl. mid-11th c. (Onians: 'fl.1045-'), placed 11th-12th c.; edited by Tanemura 2004/2020. Current median 635 grossly too early.
SA_T02_Kṛṣṇācārya_Yogaratnamālā-Hevajratantra_Tripathi-Negi_2006	Yogaratnamālā (comm. on Hevajratantra) by Kṛṣṇācārya/Kāṇha	940	9th c. CE	800	900	medium	Geoffrey Samuel, Origins of Yoga and Tantra (2008/2010); Snellgrove, Indo-Tibetan Buddhism	cleaned_Origins of Yoga and Tantra. Indic Religions to the Thirteenth Century_Geoffrey Samuel, 2008 (2010).txt	Kāṇha's commentary on the Hevajratantra (root tantra late 8th-early 9th c.); commentary itself ~9th c. Edition Tripathi-Negi 2006.
SA_T02_Mañjuśrīyaśa_Laghukālacakratantra-Vimalaprabhā-Vol1_Upādhyāya_1986	Laghukālacakratantra with Vimalaprabhā (Puṇḍarīka)	619	tantra c. 1000 CE; Vimalaprabhā early 11th c. (transl. Tibet 1027)	967	1030	high	Orofino/PIATS Graz 1995; Arnold (ed.) As Long as Space Endures	cleaned_PIATS-07-Graz-1995-v2.txt	Kālacakratantra = last major Buddhist tantra composed in India. Laghutantra by Mañjuśrīkīrti/Mañjuśrīyaśas c.967-1010; Vimalaprabhā by Kalkī Puṇḍarīka, in Tibet by 1027. Machine median 619 wildly early.
SA_T02_Mañjuśrīyaśa_Laghukālacakratantra-Vimalaprabhā-Vol2_Dwivedi-Bahulkar_1994	Laghukālacakratantra with Vimalaprabhā	661	early 11th c. CE (c. 1025)	1000	1040	high	Geoffrey Samuel, The Origins of Yoga and Tantra 2008/2010 (citing Wallace 2001, Newman 1998)	cleaned_Origins of Yoga and Tantra. Indic Religions to the Thirteenth Century_Geoffrey Samuel, 2008 (2010).txt	Abridged (laghu) Kālacakra root tantra with Vimalaprabhā; first Tibetan translation 1027 (Hatchell, Simioli). Last major Indian Buddhist tantra; the named author Mañjuśrīyaśas matches the item. Much later than current median 661.
SA_T02_Mañjuśrīyaśa_Laghukālacakratantra-Vimalaprabhā-Vol3_Dwivedi-Bahulkar_1994	Laghukālacakratantra with Vimalaprabhā commentary	590	early 11th c. CE (tantra ~1025; Vimalaprabhā late 11th c.)	1000	1050	high	Buswell, Encyclopedia of Buddhism; Simioli (intro to Tibet 1027)	cleaned_Buswell_Encyclopedia of Buddhism.txt	Latest of the major Buddhist tantras; introduced to Tibet 1027 CE, Vimalaprabhā systematised by end of 11th c. Midpoint 1025 vs 590 -> changed (huge).
