type	arg1	arg2	arg3	note
anchor	SA_GK19_ramodtpu	1400	1599	[medium] Rāmodanta (Archive.org/scholarly tradition: Srira)
anchor	SA_K10_bsu031	-200	100	[medium] Śālistambasūtra (Wikipedia (Salistamba Sutra); N. Ross )
anchor	SA_K10_bsu023_u	-200	100	[low] Madhyamakaśālistambasūtra (Wikipedia (Salistamba Sutra); recensio)
anchor	SA_K10_bsu032_u	1	200	[medium] Sukhāvatyamṛtavyūha [Smaller Suk (Wikipedia (Amitabha Sutra); Luis Gómez)
anchor	SA_K10_sukhvysu	1	200	[medium] Sukhāvatyamṛtavyūha [Smaller Suk (Wikipedia (Amitabha Sutra); Luis Gómez)
anchor	SA_K12_bsu056_u	500	699	[medium] Adhyardhaśatikā Prajñāpāramitā [ (Encyclopaedia Iranica; Prajñāpāramitā )
anchor	SA_K12_adhsatpu	500	699	[medium] Adhyardhaśatikā Prajñāpāramitā [ (Encyclopaedia Iranica; Prajñāpāramitā )
anchor	SA_GR12_sasapa	900	999	[high] Satyaśāsanaparīkṣā (Borgland 2020 (Examination into the Tr)
anchor	SA_T11_bsa0552u	1000	1050	[high] Kṣaṇabhaṅgasiddhi (Wikipedia (Ratnakīrti); Encyclopedia o)
anchor	SA_MB_LallesvarivakyaniHK	1301	1392	[medium] lalleśvarī: lalleśvarīvākyāni (Wikipedia (Lalleshwari); most scholars)
anchor	SA_K01_vinv10_u	100	499	[medium] Karmavastu (Mūlasarvāstivāda Vin (Wikipedia (Mulasarvastivada); Schopen )
anchor	SA_K01_vinv08_u	100	499	[medium] Kaṭhinavastu (Mūlasarvāstivāda V (Wikipedia (Mulasarvastivada); Schopen )
anchor	SA_GSP32_vaissu1u	-600	-100	[medium] Vaiśeṣikasūtra (Wikipedia (Vaiśeṣika Sūtra); critical-)
anchor	SA_GR13_gorst1pu	1000	1299	[medium] Gorakṣaśataka (Wikipedia (Goraksha Shataka); Mallinso)
anchor	SA_GR13_gorst2pu	1000	1299	[medium] Gorakṣaśataka (Wikipedia (Goraksha Shataka); Mallinso)
anchor	SA_MB_akulaviiratantramHK	900	1099	[low] matsyendrānātha: akulavīratantra (Wikipedia (Matsyendranatha/Nath); Kaul)
anchor	SA_T06_n1290u	720	780	[high] Bāhyarthasiddhikārikānāma (Saccone, J. Indian Philosophy; Springe)
anchor	SA_GK19_uddkokpu	1400	1499	[high] Kokilasandeśa (Wikipedia (Kokila Sandeśa))
anchor	SA_GV05_agsas_2u	500	799	[medium] Āgamaśāstra 2: Vaitathyaprakaraṇ (IEP (Gaudapada); Wikipedia)
anchor	SA_T04_bsa058_u	400	499	[low] Bhavasaṅkrāntiṭīkā (N. A. Sastri ed. (Adyar 1938); colopho)
anchor	SA_T11_bsa063_u	550	660	[high] Sambandhaparīkṣā (Stanford Encyclopedia of Philosophy (D)
anchor	SA_T11_dhksparu	550	660	[high] Sambandhaparīkṣā (Stanford Encyclopedia of Philosophy (D)
anchor	SA_T11_dhknyayu	550	660	[high] Nyāyabindu (Stanford Encyclopedia of Philosophy (D)
anchor	SA_T02_narsekou	1000	1050	[medium] Sekoddeśa [Sekoddeśaṭikā] (Kālacakra scholarship; Nāropā Sekoddeś)
anchor	SA_GK19_dhoypavu	1150	1200	[high] Pavanadūta (Wikipedia (Pavanadūta / Dhoyin); Clay )
anchor	SA_GR14_dhyrkk_u	1550	1650	[medium] Rādhākṛṣṇāṣṭakālīyalīlāsmaraṇakr (Gaudiya sources on Dhyānacandra Gosvām)
anchor	SA_GK20_harnagau	606	648	[high] Nāgānandanāṭaka (Wikipedia (Nagananda))
anchor	SA_MB_ParaatrisikaavivrttiHK	1500	1800	[low] rājānakalakṣmirāma: parātriśikāv (Inference from Kashmir Śaiva commentar)
anchor	SA_GSP30_vamjanmu	1050	1400	[low] Janmamaraṇavicāra (Academia.edu (R. Torella circle / 'Lan)
anchor	SA_GK16_msabdvvu	1050	1160	[high] Śabdavyāpāravicāra (Academia.edu translation; standard acc)
anchor	SA_T01_n820u	800	880	[high] Lokeśvaraśataka (Literary History of Sanskrit Buddhism;)
anchor	SA_T11_bsa0553u	1000	1050	[high] Kṣaṇabhaṅgasiddhi vyatirekātmikā (Feldman/Phillips translation; Encyclop)
anchor	SA_T06_bsa010_u	300	400	[high] Madhyāntavibhāgakārikā (Wikipedia (Madhyanta-vibhaga-karika); )
anchor	SA_K01_vinv14_u	100	400	[low] Poṣadhasthāpanavastu (Oslo diplomatic edition; Schopen on Mū)
anchor	SA_T06_ybh-laukikamarga	200	350	[medium] Yogācārabhūmi: Laukikamarga (Deleanu, The Chapter on the Mundane Pa)
anchor	SA_T11_n634u	500	600	[medium] Nyāyapraveśakasūtra (Academia.edu (Pajor); EAST database; d)
anchor	SA_T04_bsa015_u	100	250	[high] Suhṛllekha (Encyclopedia of Buddhism / Rigpa Wiki )
anchor	SA_K10_n443u	100	400	[low] Mahāmeghasūtra (Wikipedia (Mahāmegha Sūtra); Hodge on )
anchor	SA_GE07_mbh_17_u	-300	400	[medium] Mahābhārata: Mahāprasthānikaparv (Standard Mahābhārata scholarship (Broc)
anchor	SA_GSP30_vijnbhau	600	875	[medium] Vijñānabhairava (Wikipedia (Vijñāna Bhairava Tantra); I)
anchor	SA_GS26_sbhami_u	150	600	[medium] Āptamīmāṃsā (Wikipedia (Aptamimamsa); J. Indian Phi)
anchor	SA_T02_n2912u	675	750	[medium] Prajñopāyaviniścayasiddhi (JIABS; Tāranātha's chronology (Anaṅgav)
anchor	SA_GR13_mrgt3mpu	700	999	[medium] Mṛgendrāgama [Mṛgendratantra]: 3 (Oxford Reference; Brunner-Lachaux ed.;)
anchor	SA_T02_n2965u	1025	1150	[medium] Kālacakrāvatāra (Newman, 'A Brief History of the Kālaca)
anchor	SA_K12_mprsvdhu	550	650	[medium] Mahāpratisarāvidyādhāraṇī (Hidas, Mahāpratisarā-Mahāvidyārājñī (2)
anchor	SA_K10_n206u	300	600	[low] Avikalpapraveśadhāraṇī [Avikalpa (Sumeru Books; Yogācāra scholarship (Ma)
anchor	SA_GS40_yogasatu	600	999	[low] Yogaśataka (Ayurvedic scholarship (Ancient Science)
anchor	SA_GSP33_mndvivpu	660	720	[high] Vibhramaviveka (Standard Mīmāṃsā/Advaita scholarship; )
anchor	SA_T02_n1399u	775	850	[medium] Kāṇhapādasya dohākoṣa (Tantric Buddhist siddha scholarship (S)
anchor	SA_T10_cansisy2	400	699	[medium] Śiṣyalekha (alternate) (Brill's Encyclopedia of Buddhism (Cand)
anchor	SA_T11_bsa0554u	950	1050	[medium] Avayavinirākaraṇa (Tola & Dragonetti ed. (1994); EAST dat)
anchor	SA_GR13_bhnstcpu	850	925	[medium] Stavacintāmaṇi (Marjanovic ed.; Kashmir Shaiva scholar)
anchor	SA_T02_n1416u	700	1199	[medium] Caryāgītikoṣa (Kvaerne, Anthology of Buddhist Tantric)
anchor	SA_MB_SAMBANDHASIDDHIHhk	925	975	[high] utpaladeva: sambandhasiddhi (Pratyabhijñā scholarship (Ratié; MDPI )
anchor	SA_T11_bsa0551u	1000	1050	[medium] Apohasiddhi (McAllister, Ratnakīrti's Proof of Excl)
anchor	SA_GSP33_yamis_pu	917	1042	[high] Īśvarasiddhi (Wikipedia (Siddhitraya, Yamunacharya))
anchor	SA_MB_tattvatrayanirnayaHK	675	725	[medium] sadyojyoti: āṣṭaprakaraṇa tattva (Śaiva Siddhānta scholarship (Sanderson)
anchor	SA_GSP30_vatnsupu	900	1300	[low] Vātūlanāthasūtra (Rastogi, Krama Tantricism; Anantaśakti)
anchor	SA_MB_vatulanathasutraHK	900	1300	[low] vatūlanātha: vātūlanāthasūtra (Rastogi, Krama Tantricism; Anantaśakti)
anchor	SA_MB_PARAAPRAAVESIKAA_hk	1000	1050	[high] kṣemarāja: parāprāveśikā (Wikipedia (Kshemaraja); sanskrit-trika)
anchor	SA_GV05_sirup_u	-500	-100	[low] Śira-Upaniṣad [Atharvaśira-Upani (Wikipedia (Atharvashiras Upanishad); P)
anchor	SA_T06_asycsaru	300	399	[medium] Śarīrārthagāthā (Yogācārabhūmi scholarship (Bhattachary)
anchor	SA_T01_n832u	50	299	[medium] Daśabhūmīśvaro nāma mahāyānasūtr (wisdomlib (Dasabhumika Sutra study); W)
anchor	SA_T11_bsa059_u	600	660	[high] Santānāntarasiddhi (Wikipedia (Dharmakirti); EAST IKGA)
anchor	SA_K12_dhvajkeu	400	654	[medium] Dhvajāgrakeyurā-dhāraṇī (84000 (Toh 612); wisdomlib)
anchor	SA_K12_dhvajkdu	400	654	[medium] Dhvajāgrakeyurā-dhāraṇī (84000 (Toh 612); wisdomlib)
anchor	SA_K12_n2990u	500	900	[medium] Āryaśrīgrahamātṛkā nāma dhāraṇī (academia.edu (transmission of Grahamāt)
anchor	SA_T02_msitvatu	300	700	[low] Mahāśītavatī vidyārājñī (Cambridge Digital Library; encyclopedi)
anchor	SA_K12_bsu007_u	500	750	[medium] Śrīmahādevīvyākaraṇa [Śrīmahādev (84000 (Toh 193); Amoghavajra Chinese t)
anchor	SA_K12_ekmuhr_u	400	564	[medium] Ekādaśamukhahṛdaya (Wikipedia (Eleven-Faced Avalokitesvara)
anchor	SA_K12_grahmdhu	500	900	[medium] Grahamātṛkānāmadhāraṇī (academia.edu (transmission of Grahamāt)
anchor	SA_MB_jnaanakaarikaaHK	800	1100	[low] matsyendrānātha: jñānakārikā (Bagchi, Kaulajñānanirṇaya school of Ma)
anchor	SA_MB_GoraksayogasastraHK	1100	1399	[low] gorakṣanātha attributed to: gora (Wikipedia (Hatha yoga); Mallinson scho)
anchor	SA_GR14_yamsr_pu	918	1038	[high] Stotraratna (Wikipedia (Yamunacharya); Narasimhacha)
anchor	SA_GK19_nkalivpu	1600	1660	[high] Kaliviḍambana (Prekshaa; Tattva Magazine; Vidyavriksh)
anchor	SA_GSP29_vnyps00u	1269	1370	[high] Nyāyapariśuddhi: Bhūmikā (IEP (Venkatanatha/Vedanta Desika); wis)
anchor	SA_T11_n1238u	940	1000	[high] Jātinirākṛti (Wikipedia (Jitari); SARIT; EAST databa)
anchor	SA_T11_bsa0555u	940	1000	[high] Sāmānyadūṣaṇadikprasāritā (Wikipedia (Jitari); Buddhist logic sch)
anchor	SA_T02_n2955u	1100	1217	[medium] Kriyāsaṁgrahapañjikā (Brill (Saivism and Tantric Traditions))
anchor	SA_GR13_mrgt4mpu	700	900	[medium] Mṛgendrāgama [Mṛgendratantra]: 4 (Brunner-Lachaux ed. (IFP); Sanderson/G)
anchor	SA_GR13_devikapu	600	1000	[low] Devīkālottara-Āgama (Goodall, The Saiva Literature; Niśvāsa)
anchor	SA_K12_madadh_u	300	800	[low] Mahādaṇḍadhāraṇīśītavatī (Formigatti, 'Maha-Dandadharani-Sitavat)
anchor	SA_K10_n446u	1	400	[low] Meghasūtra (Literary History of Sanskrit Buddhism )
anchor	SA_T05_bsa062_u	-200	300	[low] Śālistambakakārikā [Āryaśālistam (Wikipedia (Salistamba Sutra); Reat, Th)
anchor	SA_T11_bsa0556u	970	1030	[high] Antarvyāptisamarthana (EAST/IKGA Vienna database; Encyclopedi)
anchor	SA_T13_davyasou	1020	1030	[high] Yaśodharācarita (K. Krishnamoorthy ed.; Wikipedia/schol)
anchor	SA_GR13_goramaru	1100	1250	[medium] Āmaraughaśāsana (Jason Birch, The Amaraugha of Goraksan)
anchor	SA_T14_n1282u	900	1322	[low] Pratimālakṣaṇavivaraṇa (Iconometric Literature (Mandala/Virgin)
anchor	SA_GK19_appvairu	1520	1593	[medium] Vairāgyaśataka (Wikipedia/Grokipedia on Appayya Dikshi)
anchor	SA_MB_gurustutiratnavaliHK	1700	1799	[medium] govindakaula: gurustutiratnāvalī (Indo-Iranian Journal 64.4 (2021), 'The)
anchor	SA_T02_n2918u	986	1063	[high] Tattvaratnāvalī (Journal of Indian Philosophy (2018), c)
anchor	SA_T01_n2925u	150	700	[low] Dharmadhātustava (Brunnholzl, In Praise of Dharmadhatu; )
anchor	SA_T01_tarasdhu	700	750	[high] Tārāsragdharāstotra (Vidyabhusana ed.; Literary History of )
anchor	SA_MB_mrgendravrttidiipikaHK	1130	1170	[high] aghoraśivācārya: mṛgendravṛttidī (Wikipedia Shaiva Siddhanta; Goodall on)
anchor	SA_MB_cinmantramaliniHK	1500	1575	[medium] prakāśānanda: cinmantramālinī (Wisdomlib/WorldCat on Prakasananda Sar)
anchor	SA_GR14_utajp_pu	900	950	[high] Ajaḍapramātṛsiddhi (Academic studies (Ratié; Springer JIP))
anchor	SA_GR13_karatopu	1100	1299	[medium] Karatoyāmāhātmya (Wisdomlib/scholarly notes: anonymous t)
anchor	SA_MB_nadakarikaHK	950	1000	[high] rāmakaṇṭha: āṣṭaprakaraṇa nādakā (Goodall et al.; Bhaṭṭa Rāmakaṇṭha II ()
anchor	SA_MB_sarvajnaanottaravrittiHK	1150	1180	[high] aghoraśivācārya: sarvajñānottara (EFEO/IFP studies; Aghoraśiva's dated K)
anchor	SA_GV05_mandup_u	-200	200	[medium] Māṇḍūkya-Upaniṣad (Wikipedia citing Nakamura, King, Olive)
anchor	SA_GP12_vd2127_u	400	699	[medium] Viṣṇudharmottara-Purāṇa: Atharva (Wikipedia; Pingree (complete by 5th-6t)
anchor	SA_K10_dvtasutu	200	648	[low] Devatāsūtra (Encyclopedia of Buddhism; Sanskrit ms )
anchor	SA_K10_bsu010_u	100	400	[low] Bhavasaṅkrāntisūtra (Aiyaswami Sastri ed.; Mahayana sutra w)
anchor	SA_GV05_brbiuppu	-200	300	[low] Brahmabindu-Upaniṣad (Wikipedia (=Amritabindu): Eliade (~Mai)
anchor	SA_K06_bsu053_u	150	500	[medium] Prajñāpāramitāhṛdayasūtra (Wikipedia/Encyclopedia of Buddhism; tr)
anchor	SA_GV05_ndbiuppu	-100	300	[low] Nādabindu-Upaniṣad (Wikipedia citing Flood (Yoga Upanishad)
anchor	SA_T04_bsa013_u	150	350	[low] Pratītyasamutpādahṛdayavyākhyāna (Wikipedia/Lindtner; attributed to Naga)
anchor	SA_K12_n259u	300	699	[medium] Aparimitāyunāmamahāyānasūtra (Encyclopaedia Iranica (Aparimitāyuḥ-sū)
anchor	SA_K12_bsu003_u	300	699	[medium] Aparimitāyuḥsūtra (Encyclopaedia Iranica (Aparimitāyuḥ-sū)
anchor	SA_T04_nagmyv_u	150	450	[low] Mahāyānaviṃśikā [Mahāyānaviṃśati (Jamieson, A Study of Nāgārjuna's Twent)
anchor	SA_K10_bsu039_u	1	399	[low] Triskandhasūtra (Triskandhadharmasūtra entries; part of)
anchor	SA_K12_vajvidhu	500	799	[low] Vajravidāraṇī-dhāraṇī (84000 (Toh 750, Vajra Conqueror); comm)
anchor	SA_T01_n911u	400	799	[low] Vasudhārānāmadhāraṇīstotra (Wikipedia/Grokipedia (Vasudhara); 8400)
anchor	SA_T09_jatkstpu	500	699	[medium] Jātakastava (Encyclopaedia Iranica (Jatakastava); B)
anchor	SA_GSP30_partr_pu	700	950	[medium] Parātriṃśikā (Sanskrit-trikashaivism; Sanderson on e)
anchor	SA_GSP31_tttvsamu	300	1400	[low] Tattvasamāsa (Wikipedia (Samkhya Pravachana Sutra); )
anchor	SA_K12_maricdhu	400	699	[low] Mārīcīnāmadhāraṇī (84000 (Mārīcī Dhāraṇī, Toh 988); Wikip)
anchor	SA_T04_bsa039_u	982	1054	[medium] Daśākuśalakarmapathadeśanā (Atisa biography; Lévi's edition of min)
anchor	SA_T04_bsa036_u	982	1054	[medium] Śaraṇagamanadeśanā (Lévi-edited group of Atiśa's minor deś)
anchor	SA_T02_bsa005_u	982	1054	[medium] Caryāsaṅgrahapradīpa (Dharmawheel/scholarly note distinguish)
anchor	SA_T04_bsa035_u	982	1054	[low] Bodhisattvādikarmikamārgāvatārad (Lévi-edited group of Atiśa's minor deś)
anchor	SA_K12_bsu050_u	700	1099	[low] Svalpākṣarā prajñāpāramitā (Wikipedia Prajnaparamita; Conze/Yuyama)
anchor	SA_K12_n221u	300	645	[medium] Ṣaṇmukhīdhāraṇī (84000 Toh 916 (Dhāraṇī of the Six Gate)
anchor	SA_K10_tbimbk_u	100	600	[low] Tathāgatabimbakārāpaṇasūtra (Kangyur sutra (Benefits of Establishin)
anchor	SA_GV05_kaivup_u	-500	-200	[medium] Kaivalya-Upaniṣad (Wikipedia Kaivalya Upanishad)
anchor	SA_K14_bsu015_u	300	570	[medium] Ekādaśamukha (Wikipedia Eleven-Faced Avalokitesvara )
anchor	SA_K10_adbhutdu	-50	220	[medium] Adbhutadharmaparyāya [Adbhutadha (84000 Toh 319 (Marvelous Dharma Discou)
anchor	SA_T04_bsa024_u	1000	1054	[high] Satyadvayāvatāranāma (Springer JIP, Tsadra Foundation)
anchor	SA_K08_bsu040_u	50	400	[low] Vinayaviniścaya upāliparipṛcchā  (84000 Toh 68 (Determining the Vinaya: )
anchor	SA_T01_n861u	400	800	[low] Pañcarakṣādevīstotrāṇi (Wikipedia Pañcarakṣā; Princeton; Encyc)
anchor	SA_K12_ganphrdu	600	1000	[low] Gaṇapatihṛdaya-Dhāraṇī (Wisdomlib; Wikipedia Ganesha in Buddhi)
anchor	SA_T02_abhnispu	1090	1125	[high] Niṣpannayogāvali (Wikipedia (Abhayākaragupta); Tsadra Bu)
anchor	SA_GR13_kalhans_u	1135	1165	[medium] Ardhanārīśvarastotra (Wikipedia (Kalhana))
anchor	SA_T02_mrtvstsu	990	1043	[medium] Mṛtyuvañcanasitatārāsādhana (Brill, Śaivism and the Tantric Traditi)
anchor	SA_T01_n2971u	150	420	[low] Bhadracaryādeśanā (Encyclopedia of Buddhism / ancient-bud)
anchor	SA_K12_manivdhu	500	706	[low] Mahāmaṇivipulavimānaviśvasuprati (Taisho catalogue; Bodhiruci Chinese tr)
anchor	SA_GV05_garbhupu	-200	300	[low] Garbha-Upaniṣad (Wikipedia (Garbha Upanishad); Flood/Ma)
anchor	SA_T01_naglok_u	100	300	[high] Lokātītastava (Catuḥstava studies (Tola & Dragonetti;)
anchor	SA_T01_rahppspu	100	300	[high] Prajñāpāramitāstotra (Lamotte, Mahāprajñāpāramitāśāstra appe)
anchor	SA_T11_bsa002_u	480	540	[high] Ālambanaparīkṣāvṛtti (EAST/IKGA database; Tola & Dragonetti )
anchor	SA_GK19_jagsudhu	1590	1665	[high] Sudhālaharī (Wikipedia: Jagannatha Panditaraja; Sah)
anchor	SA_K14_pamsuavu	100	350	[medium] Pāṃśupradāna-avadāna (Strong, The Legend of King Aśoka; Ency)
anchor	SA_T04_n848u	150	250	[medium] Niraupamyastava (Oxford Reference / Tola-Dragonetti, Ca)
anchor	SA_T01_nagast_u	150	250	[medium] Acintyastava (Oxford Reference; Lindtner, Nagarjunia)
anchor	SA_T03_knavslou	700	1010	[low] Navaślokī (academia.edu 'On Kambala's Navaślokī a)
anchor	SA_T11_dhkprviu	550	660	[high] Pramāṇaviniścaya (Stanford Encyclopedia of Philosophy (D)
anchor	SA_T11_samtasi	550	660	[high] Saṃtānāntarasiddhi (Stanford Encyclopedia of Philosophy (D)
anchor	SA_T02_n2974u	1100	1115	[high] Munimatālaṁkāra (Wikipedia/Oxford Reference (Abhayākara)
anchor	SA_GSP33_yamgaspu	916	1041	[high] Gītārthasaṅgraha (Wikipedia (Yamunacharya); Centre for Y)
anchor	SA_T06_bsa022_u	300	499	[high] Viṃśatikā vijñaptimātratāsiddhi  (Wikipedia (Vasubandhu; Viṃśatikā-vijña)
anchor	SA_T04_n1002u	470	540	[medium] Hastavālaprakaraṇavṛtti (Wikipedia (Dignāga); Early Pramāṇavāda)
anchor	SA_T06_bsa017_u	950	1050	[medium] Tattvaratnāvaloka [Tattvaratnālo (Brill, Śaivism and the Tantric Traditi)
anchor	SA_GK20_ruysahlu	1100	1199	[high] Sahṛdayalīlā (wisdomlib (Ruyyaka); Sanskrit Poetics )
anchor	SA_GR13_jssivppu	1100	1199	[medium] Jñānaśambhu: Śivapūjāstava (wisdomlib; Brill (Śaiva Siddhānta dige)
anchor	SA_GK19_lnksivsu	1290	1370	[medium] Śivastuti (Wikipedia (Narayana Panditacharya); st)
anchor	SA_K12_namekvsu	600	1100	[low] Namaskāraikaviṃśatistotra [Namas (Wikipedia (Praise to Tara in Twenty On)
anchor	SA_GSP29_muva	1600	1700	[medium] Muktivāda (wisdomlib (Muktivāda); Wikipedia (Navy)
anchor	SA_T01_n881u	606	647	[high] Suprabhātastotra (Sanskrit Documents colophon (harṣadeva)
anchor	SA_T02_n2914u	750	850	[medium] Śrīsahajasiddhi (Wikipedia (Ḍombī Heruka); Wisdom Exper)
anchor	SA_GSP30_bhutisbs_u	900	999	[medium] Svabodhasiddhi (ResearchGate 'Bhūtis Svabodhasiddhi'; )
anchor	SA_T01_n806u	600	799	[medium] Tārānamaskāraikaviṃśatistotra [Ā (Wikipedia (Praise to Tara in Twenty On)
anchor	SA_MB_yogavishayaHK	1000	1299	[low] matsyendrānātha: yogaviṣaya (Wikipedia (Matsyendranātha); Mallinson)
